vehicle_id,camera_id,count,mean,std,p0013,p02,p05
66,S01c002,6,0.8993155360221863,0.04558167979121208,0.816728480041027,0.821938943862915,0.830297976732254
66,S01c004,946,0.8323570489883423,0.10154207795858383,0.5565640502274036,0.6122765719890595,0.6537529677152634
67,S01c003,300,0.8666060566902161,0.08691754192113876,0.6493871442973613,0.6821369361877442,0.696054431796074
67,S01c001,10,0.9331809878349304,0.026342466473579407,0.8905376531720162,0.8916030144691467,0.8933121502399445
67,S01c002,36,0.9270290732383728,0.035098232328891754,0.8348055607378483,0.8393944919109344,0.848717600107193
67,S01c004,820,0.7976499795913696,0.1403854787349701,0.3362636821448803,0.4327578228712082,0.5189069867134094
69,S01c003,496,0.6951674222946167,0.20125359296798706,0.26638030333817003,0.30573669373989104,0.3357366546988487
69,S01c001,15,0.9305316805839539,0.02827213704586029,0.8741562060952187,0.8772740936279297,0.882276052236557
69,S01c002,55,0.9044578671455383,0.04730867221951485,0.8154380072236062,0.8214290666580201,0.8350755929946899
69,S01c004,1128,0.7283614277839661,0.16765272617340088,0.26634612949192527,0.3592296862602234,0.4151769667863846
68,S01c003,406,0.7451005578041077,0.1563113033771515,0.34996817003190517,0.43275545835494994,0.48471879214048386
68,S01c001,55,0.8965314030647278,0.04663536697626114,0.7946124073505402,0.8002830123901368,0.8225089967250824
68,S01c004,1128,0.7896150350570679,0.13200168311595917,0.4115526767641306,0.488781059384346,0.5358876347541809
70,S01c003,4656,0.8621962070465088,0.0887361541390419,0.5509938939213753,0.6423795759677887,0.7011467814445496
70,S01c001,91,0.9026585817337036,0.08905468881130219,0.6660929193496704,0.7106667995452881,0.7209075689315796
70,S01c002,2211,0.8782386183738708,0.06956595927476883,0.6268258448243141,0.7015513777732849,0.7436170279979706
71,S01c003,89676,0.87361741065979,0.1384233683347702,0.27218065321445467,0.46594442427158356,0.5402105450630188
71,S01c001,4371,0.6712927222251892,0.1766269952058792,0.2246073951870203,0.3211984097957611,0.3759914040565491
71,S01c002,6,0.8895708918571472,0.06034469977021217,0.8026769156455994,0.8040967464447022,0.8063745498657227
71,S01c004,378,0.8678499460220337,0.11187776178121567,0.5327095495164395,0.5832747113704682,0.631478214263916
73,S01c003,190,0.9405792355537415,0.02753571607172489,0.8458519739091397,0.8696116375923156,0.8861501336097717
73,S01c001,23220,0.934332549571991,0.05010085925459862,0.6863035955488682,0.7921701061725617,0.8345166832208634
73,S01c002,2556,0.7812783718109131,0.15662702918052673,0.35704184699058533,0.45924021303653717,0.49300695955753326
73,S01c004,136,0.9390131831169128,0.03793215751647949,0.8665870559811593,0.8684964060783387,0.8746575564146042
72,S01c003,5886,0.7228275537490845,0.16223832964897156,0.2833666062057018,0.3584939271211624,0.39459240436553955
72,S01c001,3916,0.7524200677871704,0.12932290136814117,0.41417897383868696,0.48501382768154144,0.5184788852930069
72,S01c004,325,0.9197402596473694,0.05028294026851654,0.7479929625034333,0.7874851799011231,0.8100379824638366
74,S01c003,465,0.9189168810844421,0.05554352328181267,0.7255096256256104,0.7651489520072937,0.7750317215919494
74,S01c001,63546,0.9256579279899597,0.06978308409452438,0.5958964778482914,0.7339539051055908,0.785283237695694
74,S01c002,171,0.8697395324707031,0.10704420506954193,0.579933257997036,0.5981804013252259,0.6458006799221039
74,S01c004,4095,0.7350835204124451,0.1573425829410553,0.3791067359983921,0.43279242753982544,0.4738286256790161
52,S01c003,210,0.933340311050415,0.04012515768408775,0.812740977370739,0.8236239778995514,0.8651115357875824
52,S01c001,1081,0.8446016907691956,0.10125938802957535,0.48862111747264864,0.5728477597236633,0.6354519128799438
52,S01c002,273430,0.9280503988265991,0.06977470964193344,0.6066938661575317,0.6735781276226044,0.7662783473730087
52,S01c004,276,0.9149601459503174,0.06479505449533463,0.6667292025685311,0.707224428653717,0.7863470762968063
53,S01c003,171,0.8997979164123535,0.0623166486620903,0.7692785958647728,0.7812490463256836,0.7929903864860535
53,S01c001,2415,0.8191648125648499,0.11186245083808899,0.47985148717164994,0.5492673349380494,0.590617436170578
53,S01c002,141778,0.8668996095657349,0.09043966233730316,0.5693335712492466,0.6631035923957824,0.6984469801187515
53,S01c004,210,0.9225122928619385,0.04414212331175804,0.7978828659296036,0.8243965566158294,0.836705031991005
75,S01c003,190,0.931592583656311,0.04054867848753929,0.7744569055736065,0.8238552522659301,0.8576063960790634
75,S01c001,1953,0.8237225413322449,0.10194877535104752,0.4884033983707428,0.5737590551376343,0.6237104773521424
75,S01c002,2926,0.713296115398407,0.1550426334142685,0.36628548085689544,0.4247386008501053,0.4530009776353836
75,S01c004,276,0.9111355543136597,0.0488472655415535,0.7496016702055931,0.7972322106361389,0.8162643611431122
76,S01c003,171,0.9109691381454468,0.07103779911994934,0.6672842590808868,0.6806434750556946,0.722502589225769
76,S01c001,1770,0.7937922477722168,0.1090395376086235,0.4475400406599045,0.5346772015094757,0.5785894274711609
76,S01c002,32640,0.6741940975189209,0.17814801633358002,0.30356027731895446,0.3876133644580841,0.42710805535316465
76,S01c004,231,0.9279545545578003,0.042834531515836716,0.7704492222070694,0.828663432598114,0.8493936955928802
77,S01c003,136,0.906430184841156,0.05776194855570793,0.7619753568768501,0.7796597957611084,0.7942961305379868
77,S01c001,3570,0.8332474231719971,0.08887339383363724,0.6108665839135646,0.6571842622756958,0.6810616374015808
77,S01c002,6670,0.7776715755462646,0.10432954877614975,0.3192568185865879,0.5503672230243682,0.6317008048295975
77,S01c004,190,0.9255433082580566,0.041727326810359955,0.8251842284142971,0.833384975194931,0.8464768797159195
78,S01c003,2346,0.7804179191589355,0.1269533336162567,0.4247932866960764,0.496014729142189,0.5376676023006439
